ID,Usuario,Texto,Seguidores,Siguiendo,Favoritos Cuenta,RTs,Favoritos Tweet,Fecha,Localizacion
974841937,ManuPicon,"Deoleo reducirá capital en hasta 323 millones de euros para evitar la disolución

https://t.co/TAdj7T4P4E #empresa #aceitedeoliva",1193,2006,600,0,0,2017-04-03 19:45:16,Utrera(Sevilla)
26638365,fidex2020,RT @orodetoscalta: ¡Ya esta aqui! Primera edición limitada #aove variedad arbequina ecológico #orodetoscalta #castillalamancha https://t.co…,182,230,238,1,0,2017-04-03 19:41:03,Palma de Mallorca
758334036347645952,orodetoscalta,¡Ya esta aqui! Primera edición limitada #aove variedad arbequina ecológico #orodetoscalta #castillalamancha https://t.co/3A8HtOJPEQ,50,202,80,1,2,2017-04-03 19:40:27,"Castilla-La Mancha, España"
192967753,_LUZVIDA_,"#AceiteDeOliva #PrensadoEnFrío

👉En primer lugar, el aceite de oliva contribuye a la regeneración celular de la... https://t.co/dRZzbWKKyw",3582,709,74,0,0,2017-04-03 19:30:02,ARGENTINA
203621880,marianvelasco,RT @SanoManjar: Embotellando «sensaciones»: aceite d oliva virgen extra biodinámico https://t.co/HHkHHEPhD1 En @elcorreoweb #aceitesm #aove…,5016,3769,4326,3,0,2017-04-03 19:14:04,"Provincia de Jaén, Andalucía "
212375462,bvalencialopezq,My visit to the Escuela Europea de Cata de Aceite de Oliva in Madrid https://t.co/O36cUfkXUL @escueladeaceite #evoo #aove,26,92,2,1,0,2017-04-03 19:12:31,"Dublin City, Ireland"
2601434276,CorreWays,Diseñadores de botellas | Diseñamos su botella Premium https://t.co/x7rg4Zl4pu diseño de botellas de vino #aove https://t.co/mfA0PrGbSS,1251,1730,811,0,0,2017-04-03 19:09:08,Madrid
3331147203,eComercioAgr,"El #aceite de oliva sigue creciendo en exportación y producción, cerrando febrero con 153.300 t.… https://t.co/Fvf6p5RoNR",2152,1402,1172,1,0,2017-04-03 19:03:01,España
479600258,Robernavidades,#5°GamaCasera #alcachofas #flor #ARANJUEZ #huerta #Delapio #AOVE https://t.co/76X8QrgPuZ,748,945,5785,0,1,2017-04-03 19:02:59,"Aranjuez , Mundo mundial "
2307206928,TodCocina,#Noticiasgastronómicas #aceitedeoliva #premios Los 100 Mejores Aceites de Oliva Virgen Extra según EVOOLEUM https://t.co/4h4wih1cVj,145,101,80,0,0,2017-04-03 18:50:10,
74897747,raulslot,RT @FincalaTorre: Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,85,210,261,5,0,2017-04-03 18:42:28,santa cruz de tenerife
3305402013,delsuperes,"Un #cabello dañado no le gusta a nadie, incluye en tu carrito de DelSúper: #huevo, #aceitedeoliva, #miel y repáralo… https://t.co/ARTRfcXWR8",547,149,327,0,1,2017-04-03 18:35:15,
804610889223704576,AceitesGaro,"Bulgur de Quinoa con Pimiento Rojo y Caballa aderezado con #aceitedeoliva, simplemente delicioso 😉😉… https://t.co/p6FkRPkPZv",14,63,0,0,0,2017-04-03 18:30:43,
2491233560,aubocassa,RT @origenonline: Nace una nueva cosecha de los #aceites L´Amo y Aubocassa - @aubocassa https://t.co/fDvRKom0B0 #AOVE https://t.co/xCTJNYLp…,404,238,255,1,0,2017-04-03 18:24:17,"Manacor, Mallorca"
2296046599,caldeolive,Agricultura destina más de un millón de euros a la promoción de alimentos amparados por un régimen de calidad https://t.co/F3hc3idskt #AOVE,1741,370,660,0,0,2017-04-03 18:24:09,Osuna (Sevilla) - España
773409169,GaliciousOnline,"RT @Oroliquido: Se cuece algo con Oliveres del Cardener Corbella Original. 
Nos colamos en el making of! @CafeKafka @Zwilling_ES #AOVE #Foo…",3457,1804,3738,2,0,2017-04-03 18:15:46,Barcelona 
164708804,origenonline,Nace una nueva cosecha de los #aceites L´Amo y Aubocassa - @aubocassa https://t.co/fDvRKom0B0 #AOVE https://t.co/xCTJNYLpkt,15645,4607,6602,1,2,2017-04-03 18:08:01,Madrid
2772176339,ElaiaZait,"RT @Oroliquido: Se cuece algo con Oliveres del Cardener Corbella Original. 
Nos colamos en el making of! @CafeKafka @Zwilling_ES #AOVE #Foo…",1424,1389,4643,2,0,2017-04-03 18:00:33,
4547818757,Cocina_Maud,Mejor que un postre! La ensalada con #pinksaltchile #pimienta #aceitedeoliva con la que termino… https://t.co/SqlMt2DbMv,55,401,340,0,0,2017-04-03 17:49:14,"Maule, Chile"
465858894,jose64pozo1991,"RT @baenaoliva: “El #AOVE es imprescindible por ser fuente de energía y de salud.”
https://t.co/ZdUYBSlwuf https://t.co/UXhzFvJAqU @AceiteD…",209,229,8093,1,0,2017-04-03 17:48:10,"Sevilla,Andalucia,España"
2282061919,mariajosefasol,RT @delisierra: El #AOVE es más que un ingrediente #saludable en cocina. Pruébalo como tratamiento para el cabello https://t.co/L4zsiAlAx5…,94,304,421,1,0,2017-04-03 17:46:39,barroso.mariajose@hotmail.com
752249004604399616,Miarteh,"RT @AceitesOlivaESP: Prepara uno de los platillos más representativos de #España. ¿Ingrediente que le da ese sabor único?, #AceitedeOliva h…",33,288,5,6,0,2017-04-03 17:38:00,"Melilla, España"
752249004604399616,Miarteh,"RT @AceitesOlivaESP: Sofríe el arroz en #aceitedeoliva antes de ponerle el agua, evitará que se pegue #Tip https://t.co/janjfSmg8P",33,288,5,5,0,2017-04-03 17:36:47,"Melilla, España"
228694840,agrnegocios,La CE prevé apenas 342.000 t de stock de #AceitedeOliva en la UE al final de la actual campaña 2016/17… https://t.co/zT6xBeDqSq,14355,2559,8179,0,1,2017-04-03 17:30:25,"Madrid, España"
3331147203,eComercioAgr,"Un #aceite de Granada, Premio Especial Alimentos de España y mejor #AOVE verde amargo - @mapamagob… https://t.co/5ICKNsz1Pq",2152,1402,1172,0,0,2017-04-03 17:06:01,España
3429731561,delisierra,El #AOVE es más que un ingrediente #saludable en cocina. Pruébalo como tratamiento para el cabello… https://t.co/u77oKNcN2M,349,341,23,1,1,2017-04-03 17:05:15,"Galaroza, Andalucía"
1520224446,queridilla,😊 😊 😊 con @HaciendaGuzman mmmmm luego os cuento 😊 #aove https://t.co/Gev3nSD9PB,3032,1914,16483,0,3,2017-04-03 16:49:43,"Madrid, Madrid"
4211607515,ascardinca,RT @unimedicaccs: Tips de alimentación saludable #unimedicaccs #cardiología #aceitedeoliva https://t.co/p0V5qDO6kV,931,2747,339,1,0,2017-04-03 16:45:24,"Maracay, Aragua"
760341887714729984,SilviaMabelGom4,RT @GastrOleum: #aove en tres texturas es lo que ha elaborado el #chef Nicolás Román de @Florida_Retiro en los #talleres #GastrOleum en la…,29,206,131,6,0,2017-04-03 16:40:03,
2739691049,TricicloMadrid,RT @FincalaTorre: Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,4468,1923,1209,5,0,2017-04-03 16:32:54,calle Santa Maria 28
485212185,JavierGoyaChef,RT @FincalaTorre: Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,2178,1720,738,5,0,2017-04-03 16:31:05,
803534666233946112,ForChinaTrade,Gracias @WorldOliveOil por el estupendo encuentro sobre nuestro #aove #ForChinaTrade https://t.co/EXr1KgMjc7 https://t.co/HGlIokV4Yx,55,354,128,0,0,2017-04-03 16:30:35,"Alcobendas, España"
1116574704,teleoliva,"No se puede explicar la #DietaMediterranea sin el #aceitedeoliva:

 Beneficios y Propiedades del Aceite Picual https://t.co/GDAi7NE4UM",93,241,45,0,0,2017-04-03 16:26:55,
1605358704,baenaoliva,"“El #AOVE es imprescindible por ser fuente de energía y de salud.”
https://t.co/ZdUYBSlwuf https://t.co/UXhzFvJAqU @AceiteDOBaena",8922,8696,939,1,1,2017-04-03 16:25:12,Baena - Córdoba (España)
2577392857,unimedicaccs,Tips de alimentación saludable #unimedicaccs #cardiología #aceitedeoliva https://t.co/p0V5qDO6kV,231,256,59,1,0,2017-04-03 16:21:36,Santa Monica Caracas
731142508152008704,marbAllStars,RT @SaboraMalaga: ¡Enhorabuena a @FincaColchado ! #AOVE Legado premiado en Los Ángeles y guía @evooleum  :D https://t.co/aqu48n3wVh https:/…,644,494,1504,7,0,2017-04-03 16:17:41,"Marbella, España"
484665920,casadelreyprieg,"Tapas de cuchara en #Priego
#RutaCuchara #gastronomia #turismo #AOVE
@turismodepriego  @DOAceitePriego https://t.co/SBCyM2sQN5",440,498,1845,0,0,2017-04-03 16:11:01,Priego de Córdoba
1604078918,lali_amiga,RT @ChileOliva: Champiñones en conserva con #AceiteDeOliva extra virgen chileno ¡Un sabor impresionante! 😍 🍄 https://t.co/9xz61ZZ4Yq https:…,2512,1854,43146,2,0,2017-04-03 16:08:47,
818509051562696705,fincaelsaltillo,RT @SanoManjar: Embotellando «sensaciones»: aceite d oliva virgen extra biodinámico https://t.co/HHkHHEPhD1 En @elcorreoweb #aceitesm #aove…,123,488,79,3,0,2017-04-03 16:08:38,"Arahal, España"
587525090,ChileOliva,Champiñones en conserva con #AceiteDeOliva extra virgen chileno ¡Un sabor impresionante! 😍 🍄 https://t.co/9xz61ZZ4Yq https://t.co/CnDkrrhEm8,11646,11051,1829,2,2,2017-04-03 16:07:02,
3305402013,delsuperes,Revitaliza el #cabello dañado con la #miel y el #aceitedeoliva. Te llevamos la compra de #CarrefourMarket en… https://t.co/qYV0LXAmH1,547,149,327,0,0,2017-04-03 16:05:27,
2220227846,OlivicolaLaur,Gracias a los chicos de @aeconomicatv por la linda entrevista..#laur #aceitedeoliva #oil https://t.co/JOAUpTN6W9,534,394,477,0,0,2017-04-03 16:05:26,"Maipu, Mendoza"
382169962,JavierFranco18,RT @SanoManjar: Embotellando «sensaciones»: aceite d oliva virgen extra biodinámico https://t.co/HHkHHEPhD1 En @elcorreoweb #aceitesm #aove…,901,188,19,3,0,2017-04-03 15:59:56,Sevilla
221532927,Oroliquido,"Se cuece algo con Oliveres del Cardener Corbella Original. 
Nos colamos en el making of! @CafeKafka @Zwilling_ES… https://t.co/iEqvGlzFjV",384,814,280,2,2,2017-04-03 15:59:39,Barcelona 
752979569230155777,TabernaChapeau,RT @GonzaloBarrio: Hoy hemos venido a #Relleu a degustar el mejor aceite de oliva de España. 🍶😋 #aove… https://t.co/NYtj6KohOh,45,91,652,3,0,2017-04-03 15:58:50,"Alicante, España"
995726370,EduardoEpo,RT @GonzaloBarrio: Hoy hemos venido a #Relleu a degustar el mejor aceite de oliva de España. 🍶😋 #aove… https://t.co/NYtj6KohOh,78,252,316,3,0,2017-04-03 15:58:13,
737297349056331777,AgrariasRepro,RT @Matarromera: El #AOVE #SecretBlend es el resultado de una proporción de aceitunas de diferentes variedades cultivados en Castilla y Leó…,560,2217,22977,1,0,2017-04-03 15:56:09,"Palencia, España"
826344116296482816,OiltogetherBot,RT @Balcondelsur: Olive oil for your hair - Aceite de oliva para el cabello #EVOO #AOVE @BALCONDELSUR - https://t.co/B22T7yrv99…/,83,1,6,1,0,2017-04-03 15:47:45,
2296046599,caldeolive,Argentina: las lluvias y crecidas afectaron la cosecha de aceitunas en Catamarca https://t.co/2NCGH0mnWf #AOVE https://t.co/OCXkiY6k4E,1741,370,660,0,0,2017-04-03 15:45:17,Osuna (Sevilla) - España
2847986667,SanoManjar,Embotellando «sensaciones»: aceite d oliva virgen extra biodinámico https://t.co/HHkHHEPhD1 En @elcorreoweb… https://t.co/EcyVDSYF5N,62865,49858,9583,3,3,2017-04-03 15:44:41,#SeViLlA #AnDaLuCíA
3100032327,henrimoraove,Toda #españa produciendo el mejor #aceitedeoliva para llevar al #mundo el sabor a #mediterraneo #aovelover https://t.co/CcEUcHokoL short URL,249,339,317,0,0,2017-04-03 14:56:45,"Juncosa, España"
814077725354954752,Balcondelsur,Olive oil for your hair - Aceite de oliva para el cabello #EVOO #AOVE @BALCONDELSUR - https://t.co/B22T7yrv99…/,101,134,297,1,0,2017-04-03 14:55:08,"Priego de Córdoba, España"
92826644,anaescobarayc,RT @FincalaTorre: Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,5237,1083,1972,5,0,2017-04-03 14:52:33,Madrid. Spain
2296046599,caldeolive,España: dos aceites castellanos-manchegos entre los cien mejores aceites virgen extra del mundo https://t.co/XSfIwh2TBL #AOVE,1741,370,660,0,0,2017-04-03 14:42:14,Osuna (Sevilla) - España
195670979,AceiteTabernas,"Botellas únicas que marcan la diferencia.
 #AOVE Castillo de Tabernas con La plazuela almeria. Personaliza tu botel… https://t.co/RaUzto9YvP",1463,652,2,0,0,2017-04-03 14:42:08,Almeria (Spain)
1947989120,KitesurfBcn,Diseñadores de botellas | Diseñamos su botella Premium https://t.co/9jNg6Q27Er diseño de botellas de vino #aove https://t.co/OaLXrELjmd,3153,3367,3361,0,0,2017-04-03 14:41:02,Barcelona-Spain
495197563,Albacete_MJ,"Escucho en tienda:
""No, no vendemos #aceitedeoliva de ese tamaño"" 
¡Pues se consigue! #MurciaEnUnEstante Aquí si hay https://t.co/wMKxVzgBCX",437,600,350,0,0,2017-04-03 14:39:14,Murcia
185990062,javimerinocrea,RT @SaboraMalaga: ¡Enhorabuena a @FincaColchado ! #AOVE Legado premiado en Los Ángeles y guía @evooleum  :D https://t.co/aqu48n3wVh https:/…,525,794,189,7,0,2017-04-03 14:35:20,
2421166263,AguaLeonor,RT @SaboraMalaga: ¡Enhorabuena a @FincaColchado ! #AOVE Legado premiado en Los Ángeles y guía @evooleum  :D https://t.co/aqu48n3wVh https:/…,3373,2132,24603,7,0,2017-04-03 14:35:20,
595955251,evamariacano,"RT @AceitesOlivaES: #HoyComemos: Carpaccio de gambas🍤, huevas de salmón y #aceitedeoliva #virgenextra [#AOVE] al pistacho y cilantro https:…",428,503,25079,6,0,2017-04-03 14:32:15,"Comunidad Valenciana, España"
331519921,ayc_accion,RT @FincalaTorre: Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,4585,2096,4884,5,0,2017-04-03 14:04:08,"C/ Maudes, 51. Madrid"
2160861756,FincalaTorre,Reto @FincalaTorre en @TricicloMadrid #Market Nuestro #AOVE siempre en la mesa!! https://t.co/BiNqoVSc5a,989,295,1010,5,10,2017-04-03 14:03:02,Bobadilla (Málaga)
781416904808337408,AnaR_FM,¡El último The malaga Daily! https://t.co/sJ20epvlIO #aove,47,64,0,0,0,2017-04-03 13:58:08,IES Miguel Romero Esteo 
2296046599,caldeolive,Publicados➡️ https://t.co/fb3FHn2pIe / 5diseños de nueva etiqueta de nuestro #AOO Ayúdanos la que tenga más❤será seleccionada👍#aceitedeoliva,1741,370,660,0,1,2017-04-03 13:57:14,Osuna (Sevilla) - España
434122693,cynthiamlg,"RT @Coronadeolivo: 📢¡Tenemos nuevo #sorteo en Facebook!
🎁De este impresionante lote #gourmet
👉¡Participa ya! https://t.co/8mDJ3ftFMW
#AOVE…",685,2366,2529,20,0,2017-04-03 13:56:13,
826344116296482816,OiltogetherBot,RT @9olivos_AE: Green Royal en las manos de Pedro Noriega. Un placer para los sentidos! #Asturpaladea @castrugaiteru #AOVE #evoo #oliveoil…,83,1,6,3,0,2017-04-03 13:47:55,
743857032806150144,Growtheventsesp,"RT @9olivos_AE: #finde en Asturpaladea #Oviedo disfrutando de su gente,de sus paisajes #Asturias especial.
#AOVE #evoo #oliveoil #huiledoli…",42,150,154,4,0,2017-04-03 13:45:13,
743857032806150144,Growtheventsesp,RT @9olivos_AE: Green Royal en las manos de Pedro Noriega. Un placer para los sentidos! #Asturpaladea @castrugaiteru #AOVE #evoo #oliveoil…,42,150,154,3,0,2017-04-03 13:44:58,
743857032806150144,Growtheventsesp,RT @9olivos_AE: Todo un lujo que el chef Pedro Noriega de Castru Gaiteru cocine con nuestro #AOVE Green Royal en Asturpaladea. https://t.co…,42,150,154,2,0,2017-04-03 13:44:52,
744814488663130112,GastroMag_es,RT @9olivos_AE: Todo un lujo que el chef Pedro Noriega de Castru Gaiteru cocine con nuestro #AOVE Green Royal en Asturpaladea. https://t.co…,78,183,144,2,0,2017-04-03 13:44:16,"Madrid, Comunidad de Madrid"
3134443901,AnaAnIzquierdo,RT @Plasenciasabore: Aceite de oliva ahumado de la forma tradicional de La Vera @FincaLaBarca1 .  https://t.co/mFGQFxewqR #aceitedeoliva #a…,30,50,769,2,0,2017-04-03 13:31:06,
176846879,stierrabrava,Aceite de oliva: tipos y diferencias importantes que debes conocer https://t.co/dkBWfyWP0T #aove,1691,2005,7,0,0,2017-04-03 13:26:51,"Mexico, USA, CA, AU & NZ."
3792402915,TalaveraJosefa,"RT @hazalacentenosa: Estamos en una importante pág de gastronomía, podéis encontrar nuestro #aove
https://t.co/6f0hCZ6ou1 https://t.co/injH…",91,185,171,1,0,2017-04-03 13:19:53,"Jaén, España"
956007066,exposito_carmen,"RT @AceiteTabernas: La primavera nos está dejando estampas tan bonitas como está. 
 #PrimaveraCastilloDeTabernas
 #AOVE by #CastilloDeTaber…",36,124,51,1,0,2017-04-03 13:16:54,Tabernas ( Almería )
956007066,exposito_carmen,RT @AceiteTabernas: Ayer pasó por nuestra #Almazara  un grupo de 150 niños del Colegio Francisco Villaespesa y conocieron  el #AOVE Castill…,36,124,51,1,0,2017-04-03 13:16:48,Tabernas ( Almería )
1949904972,IsaRoblesMalaga,RT @SaboraMalaga: ¡Enhorabuena a @FincaColchado ! #AOVE Legado premiado en Los Ángeles y guía @evooleum  :D https://t.co/aqu48n3wVh https:/…,531,397,99,7,0,2017-04-03 13:16:47,Málaga
2514996362,HaciendaOrtigos,RT @estarseguros El #aceitedeoliva ayuda a controlar los niveles de hormonas en mujeres que están en la menopausia… https://t.co/p7jXj8uYnL,194,139,77,0,0,2017-04-03 13:00:01,Viana (Navarra)
